Word1,Word2,Number of SMSs with co-occurences
2,records,1
2,ree,1
2,reminder,1
2,remove,2
2,rentl,5
2,replies,1
2,reply,18
2,restrictions,1
2,resub,1
2,revealed,5
2,review,1
2,rg21,1
2,ringsreturn,1
2,ringtone,1
2,ringtones,1
2,romantic,1
2,roses,1
2,row,1
2,roww1j6hl,1
2,rpl,1
2,rreveal,8
2,s3xy,1
2,sang,1
2,sara,1
2,satisfy,2
2,saucy,1
2,scallies,1
2,scores,1
2,search,2
2,secret,8
2,see,4
2,selected,4
2,send,7
2,sent,3
2,sept,1
2,service,8
2,set,1
2,settings,2
2,sexual,1
2,sexy,3
2,sf,1
2,shinco,1
2,shopping,1
2,shot,1
2,shy,1
2,sign,1
2,simonwatson5120,1
2,simple,1
2,singles,1
2,sir,1
2,skilgme,1
2,skins,1
2,skip,1
2,slide,1
2,slow,1
2,smithswitch,1
2,sms,4
2,snappy,1
2,soiree,1
2,someone,5
2,song,3
2,soon,1
2,sort,1
2,soundtrack,1
2,space,2
2,spam,1
2,speak,6
2,special,3
2,specialcall,8
2,speciale,1
2,specially,4
2,sport,1
2,sports,1
2,spree,1
2,stadium,1
2,standard,1
2,star,1
2,start,1
2,starting,1
2,starwars3,3
2,std,5
2,stdtxtrate,1
2,sticky,1
2,stop,26
2,stopbcm,1
2,store,2
2,str,1
2,str8,1
2,stream,1
2,strings,1
2,sub,1
2,subs,1
2,subscribed,1
2,subscription,1
2,subsequent,1
2,summer,1
2,summers,1
2,super,1
2,suprman,3
2,surprise,3
2,survey,1
2,take,4
2,takes,2
2,taking,1
2,tc,2
2,tcs,3
2,tell,3
2,tells,2
2,term,1
2,terms,3
2,text,13
2,textbuddy,2
2,textcomp,1
2,textpod,2
2,texts,5
2,thanks,3
2,thinks,8
2,tickets,1
2,time,7
2,tkts,2
2,tnc,2
2,tncs,5
2,today,5
2,tom,1
2,tone,11
2,tones,9
2,tones2u,2
2,tonight,2
2,top,2
2,toxic,1
2,tried,5
2,try,1
2,tscs,4
2,tscs08714740323,1
2,tulip,2
2,turn,1
2,tv,3
2,twinks,1
2,txt,47
2,txt250com,1
2,txting,2
2,txtno,2
2,txts,3
2,txtx,1
2,types,1
2,u,46
2,ufind,8
2,uk,1
2,uks,4
2,unlimited,1
2,unsubscribe,3
2,upload,2
2,upto,1
2,uptown,1
2,ur,50
2,urgent,3
2,us,1
2,use,2
2,user,3
2,using,2
2,uve,1
2,v,4
2,valid,1
2,vat,1
2,videochat,5
2,videophones,5
2,videosound,1
2,videosounds2,1
2,violet,2
2,vip,1
2,virgins,1
2,visit,1
2,voucher,3
2,vouchers,8
2,voucherstext,1
2,vpod,1
2,w1t1jy,1
2,walk,1
2,wanna,4
2,want,6
2,wap,3
2,warm,1
2,way,1
2,wc1n3xx,1
2,web2mobile,1
2,webeburnin,1
2,week,7
2,weekends,1
2,weekly,11
2,weeks,2
2,wet,1
2,wid,5
2,wife,1
2,wildest,1
2,win,13
2,win150ppmx3age16,1
2,winner,6
2,wire3net,1
2,wish,1
2,wiv,2
2,wk,5
2,wkent150p16,2
2,wkly,7
2,wks,1
2,woman,1
2,women,1
2,won,10
2,word,1
2,work,1
2,worth,1
2,wrc,2
2,wwwcnupdatescomnewsletter,1
2,wwwgetzedcouk,1
2,wwwldewcom,1
2,wwwldewcom1win150ppmx3age16,4
2,wwwldewcom1win150ppmx3age16subscription,1
2,wwwringtonescouk,4
2,wwwsmsconet,1
2,wwwtextpodnet,2
2,wwwtxt43com,1
2,x,5
2,xchat,1
2,xclusiveclubsaisai,1
2,xmas,5
2,xt,1
2,xx,2
2,xxx,1
2,yahoo,2
2,yards,1
2,yeah,1
2,year,4
2,yes,1
2,yesterday,1
2,yet,1
2,yr,2
2,zed,3
2,zouk,1
20,89555,1
20,access,1
20,apply,1
20,bedroom,1
20,every,1
20,free,2
20,g2,1
20,games,1
20,get,1
20,gr8,1
20,hello,1
20,hi,1
20,im,1
20,lapdancer,1
20,live,1
20,love,1
20,messages,1
20,months,1
20,msg,1
20,news,1
20,old,1
20,opt,1
20,orange,1
20,per,1
20,phone,1
20,photo,1
20,plus,1
20,reply,2
20,ringtone,1
20,send,1
20,sex,1
20,sport,1
20,stop,1
20,sue,1
20,terms,1
20,text,1
20,textoperator,1
20,texts,1
20,tone,1
20,tones,1
20,top,1
20,ur,1
20,week,1
20,wk,1
20,work,1
20,wwworangecoukow,1
20,years,1
20,yes,1
200,2nd,1
200,3510i,2
200,3uz,1
200,4jx,1
200,69101,1
200,8000930705,1
200,84,1
200,85222,1
200,8714714,1
200,88039,3
200,88039skilgmetscs087147403231winawkage16150perwksub,1
200,88222,2
200,age16,1
200,attempt,1
200,award,2
200,awarded,3
200,box,1
200,break,3
200,call,6
200,camcorder,2
200,cash,1
200,cashto,2
200,city,3
200,claim,3
200,collect,1
200,colour,2
200,contract,1
200,could,3
200,delivered,2
200,either,1
200,even,2
200,every,4
200,flight,1
200,free,4
200,gbp150week,1
200,getstop,2
200,guaranteed,3
200,hotel,1
200,inc,1
200,m26,1
200,minutes,2
200,mobile,2
200,mobstorequiz10ppm,1
200,new,2
200,nokia,2
200,nowtcs,1
200,number,1
200,paris,1
200,phone,2
200,php,2
200,play,2
200,po,1
200,prize,2
200,promotion,1
200,quiz,1
200,reply,2
200,rg21,1
200,shopping,5
200,skilgme,3
200,smart,1
200,spree,5
200,starting,1
200,stop,2
200,store,4
200,summer,3
200,text,5
200,think,1
200,tomorrow,2
200,top,1
200,tscs08714740323,1
200,tscs087147403231winawkage16,2
200,txt,3
200,u,1
200,ur,6
200,valentines,1
200,want,2
200,week,2
200,weekend,1
200,weekly,1
200,weeks,1
200,win,5
200,winnersclub,1
200,wk,3
200,won,4
200,wwwrtfsphostingcom,1
2000,2nd,8
2000,3030,7
2000,3ss,1
2000,449050000301,1
2000,5903,1
2000,97n7qp,1
2000,ag,1
2000,apply,1
2000,asap,5
2000,attempt,8
2000,award,3
2000,awarded,11
2000,bonus,10
2000,box,1
2000,box42wr29c,1
2000,box95qu,3
2000,box97n7qp,3
2000,bt,1
2000,btnationalrate,3
2000,call,32
2000,call09050000327,2
2000,caller,10
2000,cash,10
2000,claim,22
2000,close,1
2000,congratulations,3
2000,contact,7
2000,cost,5
2000,customer,4
2000,draw,3
2000,draws,1
2000,easy,3
2000,final,1
2000,freefone,2
2000,friend,3
2000,gift,2
2000,good,3
2000,great,2
2000,guaranteed,15
2000,land,10
2000,landline,1
2000,line,10
2000,lines,1
2000,live,4
2000,minute,3
2000,mobile,16
2000,national,1
2000,news,2
2000,number,8
2000,operator,4
2000,per,3
2000,pound,1
2000,price,1
2000,prize,28
2000,prizeto,1
2000,promo,1
2000,rate,1
2000,reach,5
2000,receive,3
2000,representative,4
2000,rstm,1
2000,selected,3
2000,service,4
2000,shows,3
2000,speak,4
2000,specially,3
2000,sw7,1
2000,tc,1
2000,tcs,1
2000,thanks,3
2000,todays,3
2000,try,1
2000,trying,3
2000,u,7
2000,urgent,18
2000,valid,10
2000,win,1
2000,winner,2
2000,won,18
2000,xmas,4
2000,y87,1
2000,yr,4
20000,4,2
20000,6days,2
20000,87575,2
20000,apply,2
20000,cash,2
20000,chances,2
20000,cost,2
20000,csh11,2
20000,hl,2
20000,info,2
20000,pounds,2
20000,reply,2
20000,send,2
20000,six,2
20000,tsandcs,2
20000,txt,2
20000,win,2
2003,211104,1
2003,241004,1
2003,261004,1
2003,261104,1
2003,29100,1
2003,311004,2
2003,40411,1
2003,40533,2
2003,41685,2
2003,41782,1
2003,42049,1
2003,42478,1
2003,42810,1
2003,48922,1
2003,49557,1
2003,800,12
2003,account,13
2003,call,12
2003,code,11
2003,code4xx26,1
2003,expires,12
2003,fone,1
2003,identifier,12
2003,m,9
2003,points,12
2003,private,13
2003,shows,12
2003,sim,3
2003,statement,13
2003,unredeemed,12
2003,xxxxxx,1
2004,241,1
2004,260305,1
2004,2optout,3
2004,3lions,1
2004,45239,3
2004,500,2
2004,786,4
2004,89545,3
2004,account,4
2004,bonus,3
2004,call,4
2004,claim,4
2004,click,1
2004,code,4
2004,collect,3
2004,colours,1
2004,england,1
2004,euro,1
2004,expires,4
2004,flag,1
2004,following,1
2004,get,1
2004,go,3
2004,identifier,4
2004,info,1
2004,message,1
2004,mobiles,3
2004,must,3
2004,new,3
2004,nokia,3
2004,offer,1
2004,phone,1
2004,points,4
2004,private,3
2004,service,1
2004,show,1
2004,shows,4
2004,statement,3
2004,today,1
2004,todayfrom,2
2004,tone,1
2004,txt,3
2004,txtauction,2
2004,unredeemed,4
2004,ur,1
2004,www4tcbiz,3
2004,xxxxx,1
2005,21st,2
2005,31,1
2005,500,1
2005,80488,1
2005,87121,2
2005,apply,2
2005,comp,2
2005,cup,2
2005,december,1
2005,entry,2
2005,fa,2
2005,final,2
2005,free,3
2005,may,2
2005,messages,1
2005,questionstd,2
2005,ratetcs,2
2005,receive,2
2005,text,3
2005,tkts,2
2005,txt,2
2005,valid,1
2005,win,2
2005,wkly,2
2006,87239,1
2006,cup,1
2006,end,1
2006,fifa,1
2006,held,1
2006,reply,1
2006,send,1
2006,service,1
2006,stop,1
2006,weekly,1
2006,win,1
2006,world,1
2007,81303,1
2007,agreen,1
2007,b,1
2007,back,1
2007,band,1
2007,bblue,1
2007,boys,1
2007,c,1
2007,club,1
2007,cred,1
2007,day,1
2007,died,1
2007,film,1
2007,infovipclub4u,1
2007,july,1
2007,ltd,1
2007,movie,1
2007,name,1
2007,prebook,1
2007,r,1
2007,released,1
2007,send,1
2007,simpsons,1
2007,start,1
2007,take,1
2007,tickets,1
2007,tour,1
2007,trackmarque,1
2007,txt,1
2007,uk,1
2007,vip,1
2007,win,1
2007,wow,1
2025050,45,1
2025050,breaks,1
2025050,call,1
2025050,per,1
2025050,person,1
2025050,shopping,1
2025050,sparkling,1
2025050,visit,1
2025050,wwwshortbreaksorguk,1
20f,62468,1
20f,friend,1
20f,frnd,1
20f,inviting,1
20f,natalie,1
20f,no165,1
20f,reply,1
20f,see,1
20f,send,1
20f,stop,1
20f,wwwsmsacunatalie2k9,1
20f,yes165,1
20m12aq,4,1
20m12aq,5000,1
20m12aq,await,1
20m12aq,award,1
20m12aq,call,1
20m12aq,canary,1
20m12aq,cash,1
20m12aq,collection,1
20m12aq,holiday,1
20m12aq,islands,1
20m12aq,landline,1
20m12aq,luxury,1
20m12aq,please,1
20m12aq,sae,1
20m12aq,tcs,1
20m12aq,urgent,1
20p,5wb,7
20p,box,7
20p,call,7
20p,chance,2
20p,cr9,7
20p,croydon,7
20p,fantasies,5
20p,fantasy,2
20p,hot,5
20p,live,5
20p,ltd,7
20p,min,7
20p,national,5
20p,ntt,7
20p,per,7
20p,po,7
20p,rate,5
20p,reality,2
20p,show,2
20pmin,2667,1
20pmin,30,2
20pmin,3xx,1
20pmin,costs,2
20pmin,explicit,2
20pmin,gsex,1
20pmin,pobox,1
20pmin,ring,2
20pmin,secs,2
20pmin,sex,2
20pmin,want,2
20pmin,wc1n,1
21,21870000hi,1
21,4,1
21,alert,1
21,back,1
21,call,1
21,forwarded,1
21,mailbox,1
21,matches,1
21,messages,1
21,messaging,1
21,please,1
21,retrieve,1
21,sms,1
211104,48922,1
211104,800,1
211104,account,1
211104,call,1
211104,code,1
211104,expires,1
211104,identifier,1
211104,m,1
211104,points,1
211104,private,1
211104,shows,1
211104,statement,1
211104,unredeemed,1
21870000hi,4,1
21870000hi,40,1
21870000hi,alert,2
21870000hi,back,2
21870000hi,call,2
21870000hi,cc100pmin,1
21870000hi,forwarded,2
21870000hi,mailbox,2
21870000hi,matches,2
21870000hi,messages,2
21870000hi,messaging,2
21870000hi,please,2
21870000hi,retrieve,2
21870000hi,sms,2
21m,4u,1
21m,aberdeen,1
21m,ac,1
21m,acwicmb3cktz8r74,1
21m,blind,1
21m,check,1
21m,date,1
21m,dates,1
21m,hide,1
21m,httpimg,1
21m,kingdom,1
21m,rodds1,1
21m,send,1
21m,sms,1
21m,united,1
21st,87121,2
21st,apply,2
21st,comp,2
21st,cup,2
21st,entry,2
21st,fa,2
21st,final,2
21st,free,2
21st,may,2
21st,questionstd,2
21st,ratetcs,2
21st,receive,2
21st,text,2
21st,tkts,2
21st,txt,2
21st,win,2
21st,wkly,2
22,83222,1
22,daily,1
22,date,1
22,days,1
22,euro2004,1
22,get,1
22,kept,1
22,kick,1
22,latest,1
22,news,1
22,removed,1
22,results,1
22,send,1
22,stop,1
22,txt,1
22,u,1
220cm2,3qxj9,3
220cm2,9ae,3
220cm2,charge,3
220cm2,credits,3
220cm2,extra,3
220cm2,goto,3
220cm2,help,3
220cm2,inclusive,2
220cm2,login,3
220cm2,pls,3
220cm2,services,2
220cm2,sms,2
220cm2,smsservices,1
220cm2,stop,3
220cm2,text,3
220cm2,unsubscribe,3
220cm2,wwwcomuknet,3
220cm2,yourinclusive,1
2309,august,1
2309,call,1
2309,code,1
2309,congratulations,1
2309,draw,1
2309,prize,1
2309,winner,1
2309,won,1
2309,youre,1
2309,youve,1
24,2exit,1
24,69200,1
24,900,1
24,access,1
24,acl03530150pm,1
24,call,1
24,chrgd50p,1
24,collect,1
24,customer,1
24,day,1
24,direct,1
24,free,1
24,get,1
24,hardcore,1
24,hours,1
24,hrs,1
24,hvae,1
24,mobile,1
24,msg,1
24,network,1
24,per,1
24,porn,1
24,receive,1
24,reward,1
24,selected,1
24,stop,1
24,txt,1
24,unlimited,1
24,valid,1
24,valued,1
24,winner,1
241,3lions,1
241,click,1
241,colours,1
241,england,1
241,euro,1
241,flag,1
241,following,1
241,get,1
241,info,1
241,message,1
241,offer,1
241,phone,1
241,service,1
241,show,1
241,tone,1
241,ur,1
241004,42478,1
241004,800,1
241004,account,1
241004,call,1
241004,code,1
241004,expires,1
241004,identifier,1
241004,m,1
241004,points,1
241004,private,1
241004,shows,1
241004,statement,1
241004,unredeemed,1
247mp,60p,1
247mp,call,1
247mp,chat,1
247mp,dirty,1
247mp,extreme,1
247mp,going,1
247mp,knows,1
247mp,listen,1
247mp,listening,1
247mp,live,1
247mp,min,1
247mp,office,1
247mp,one,1
247mp,privacy,1
247mp,right,1
247mp,sic,1
247mp,total,1
24hrs,50p,1
24hrs,69855,1
24hrs,750,1
24hrs,boys,1
24hrs,channel,1
24hrs,conditions,1
24hrs,day,1
24hrs,direct,1
24hrs,free,1
24hrs,hey,1
24hrs,hot,1
24hrs,next,1
24hrs,per,1
24hrs,pg,1
24hrs,phone,1
24hrs,pics,1
24hrs,please,1
24hrs,porn,1
24hrs,recieve,1
24hrs,see,1
24hrs,sent,1
24hrs,sf,1
24hrs,stop,1
24hrs,stopbcm,1
24hrs,teletext,1
24hrs,terms,1
24hrs,text,1
24hrs,tone,1
24hrs,txt,1
24hrs,u,1
24hrs,ur,1
24hrs,want,1
24hrs,wc1n3xx,1
24hrs,within,1
24hrs,xxx,1
24m,age,1
24m,begin,1
24m,eg,1
24m,gender,1
24m,please,1
24m,reply,1
24m,welcome,1
25,2wt,1
25,4,1
25,87070,1
25,age,1
25,alone,1
25,box1146,1
25,buffy,1
25,c,1
25,changed,1
25,choose,1
25,club,1
25,club4,1
25,club4mobilescom,1
25,content,1
25,credits,1
25,date,1
25,eg,1
25,even,1
25,feeling,1
25,find,1
25,flirt,1
25,free,1
25,freemsg,1
25,go,1
25,help08700621170150p,1
25,hey,1
25,home,1
25,im,1
25,join,1
25,love,1
25,meet,1
25,men,1
25,mk45,1
25,msg,2
25,name,1
25,pence,1
25,pix,1
25,po,1
25,qlynnbv,1
25,randy,1
25,recdthirtyeight,1
25,reply,2
25,ringtone,1
25,sam,1
25,satisfy,1
25,send,1
25,service,1
25,sexy,1
25,someone,1
25,stop,2
25,text,1
25,today,1
25,txt,1
25,txts,1
25,u,1
25,ur,1
250,3,1
250,350,2
250,3mobile,1
250,4,4
250,40gb,2
250,526,1
250,800,1
250,80082,1
250,80086,2
250,80608,2
250,80878,3
250,81303,1
250,83370,1
250,84025,1
250,84128,2
250,84128custcare,1
250,864233,1
250,8800,1
250,88877,1
250,88877free,1
250,action,2
250,added,1
250,age16,1
250,asian,1
250,asked,1
250,bailiff,1
250,bill,2
250,box139,1
250,british,2
250,bx,1
250,bx526,1
250,call,3
250,care,1
250,cash,6
250,chance,8
250,charged150pmsg2,1
250,chatlines,1
250,choice,1
250,claim,3
250,comp,5
250,competition,1
250,credit,1
250,cust,2
250,custcare,7
250,days,1
250,details,1
250,dial,1
250,disaster,1
250,donate,1
250,dont,1
250,draw,1
250,due,1
250,enter,3
250,entry,7
250,etc,1
250,every,6
250,follows,1
250,forwarded,1
250,free,9
250,freemsg,1
250,fund,1
250,get,1
250,gift,1
250,giv,1
250,got,1
250,gr8prizes,1
250,great,2
250,holiday,2
250,hotels,2
250,house,1
250,httpwwwgr8prizescom,1
250,inclu,1
250,india,1
250,ipod,2
250,join,1
250,knock,1
250,l8er,1
250,la32wu,1
250,latest,1
250,london,1
250,mates,1
250,mega,1
250,messagestext,1
250,mins,1
250,name,1
250,national,1
250,next,1
250,nokia,1
250,nothing,2
250,nowuse,1
250,o,1
250,o2,1
250,offers,1
250,ok,1
250,play,1
250,pls,1
250,pod,1
250,postcode,1
250,pounds,1
250,psp,1
250,question,1
250,r,2
250,rate,1
250,reminder,1
250,remove,1
250,reply,1
250,sed,1
250,selected,2
250,send,3
250,servs,1
250,shit,1
250,shop,2
250,shopping,2
250,sms,1
250,spree,2
250,stay,2
250,stop,2
250,stoptxtstop150week,1
250,store,1
250,subscribed,1
250,subsequent,1
250,support,1
250,sw73ss,2
250,tc,5
250,tcs,1
250,text,2
250,textcomp,1
250,texting,1
250,textpod,2
250,top,2
250,tscs,7
250,tsunami,1
250,txt,9
250,txt250com,1
250,txtx,1
250,u,1
250,unicefs,1
250,unsubscribe,1
250,ur,6
250,uve,1
250,valid,1
250,valued,1
250,voucher,1
250,vpod,1
250,want,1
250,web2mobile,1
250,week,2
250,weekly,5
250,whose,1
250,win,10
250,wk,5
250,wkly,4
250,wks,1
250,wktxt,1
250,word,4
250,worth,1
250,wwwmovietriviatv,2
250,wwwmusictrivianet,1
250,wwwtextcompcom,2
250,wwwtextpodnet,2
250,wwwtklscom,1
250,wwwtxt2shopcom,2
250,wwwtxttowincouk,2
250,yes,1
250,yr,1
250k,88088,2
250k,active,2
250k,back,2
250k,dream,2
250k,fantasy,2
250k,football,2
250k,gamestar,2
250k,go,2
250k,nowsky,2
250k,opt,2
250k,play,2
250k,register,2
250k,saturday,2
250k,scoring,2
250k,sky,2
250k,starts,2
250k,team,2
250k,tv,2
25f,62468,2
25f,friend,2
25f,frnd,2
25f,inviting,2
25f,natalja,2
25f,no440,2
25f,reply,2
25f,see,2
25f,send,2
25f,stop,2
25f,wwwsmsacunat27081980,2
25f,yes440,2
25p,4,4
25p,61200,2
25p,8007,2
25p,8027,1
25p,83021,1
25p,89693,2
25p,alfie,2
25p,area,2
25p,backdoor,1
25p,bcm,1
25p,box,1
25p,call,1
25p,charity,2
25p,chat,3
25p,children,2
25p,cnl,1
25p,cost,1
25p,date,1
25p,dating,1
25p,dps,1
25p,energy,2
25p,entry,1
25p,fancy,1
25p,fastest,1
25p,flirt,1
25p,fraction,1
25p,free,2
25p,freemsg,1
25p,gaytextbuddycom,2
25p,get,1
25p,got,2
25p,growing,1
25p,guys,2
25p,hack,1
25p,horny,2
25p,itcould,2
25p,join,1
25p,ldn,1
25p,le,2
25p,lucozade,2
25p,lucozadecoukwrc,2
25p,m8s,2
25p,mob,2
25p,mobile,1
25p,moons,2
25p,msgs,1
25p,name,2
25p,need,2
25p,neo69,1
25p,new,2
25p,nokias,2
25p,one,2
25p,optout,1
25p,oz,2
25p,packs,2
25p,part,2
25p,pm,1
25p,poly,2
25p,polys,2
25p,postcode,2
25p,profit,2
25p,rally,2
25p,rcvd,1
25p,receive,2
25p,reply,2
25p,rooms,1
25p,rpl,1
25p,search,2
25p,see,2
25p,service,1
25p,song,2
25p,stop,2
25p,subscribe,1
25p,take,2
25p,takes,2
25p,tell,2
25p,text,2
25p,textbuddy,2
25p,tone,2
25p,txt,5
25p,u,2
25p,uks,1
25p,ur,4
25p,wc1n3xx,1
25p,wrc,2
25p,zed,2
260305,786,1
260305,account,1
260305,call,1
260305,claim,1
260305,code,1
260305,expires,1
260305,identifier,1
260305,points,1
260305,shows,1
260305,unredeemed,1
260305,xxxxx,1
261004,42049,1
261004,800,1
261004,account,1
261004,call,1
261004,code,1
261004,expires,1
261004,fone,1
261004,identifier,1
261004,m,1
261004,points,1
261004,private,1
261004,shows,1
261004,statement,1
261004,unredeemed,1
261104,49557,1
261104,800,1
261104,account,1
261104,call,1
261104,code,1
261104,expires,1
261104,identifier,1
261104,points,1
261104,private,1
261104,shows,1
261104,sim,1
261104,statement,1
261104,unredeemed,1
2667,30,1
2667,3xx,1
2667,costs,1
2667,explicit,1
2667,gsex,1
2667,pobox,1
2667,ring,1
2667,secs,1
2667,sex,1
2667,want,1
2667,wc1n,1
26th,9153,1
26th,apply,1
26th,available,1
26th,call,1
26th,camera,1
26th,claim,1
26th,customer,1
26th,ends,1
26th,free,1
26th,july,1
26th,loyalty,1
26th,may,1
26th,offer,1
26th,optout,1
26th,orange,1
26th,phone,1
26th,tcs,1
26th,upgrade,1
26th,upgrdcentre,1
2703,b4u,1
2703,call,1
2703,care,1
2703,credit,1
2703,customer,1
2703,discount,1
2703,log,1
2703,marsms,1
2703,onto,1
2703,opt,1
2703,reply,1
2703,stop,1
2703,voucher,1
2703,wc,1
2703,wwwb4utelecom,1
27603,attempt,1
27603,awarded,1
27603,bonus,1
27603,call,1
27603,caller,1
27603,contact,1
27603,final,1
27603,mobile,1
27603,prize,1
27603,u,1
27603,urgent,1
28,4,1
28,await,1
28,awarded,4
28,call,5
28,camera,4
28,cash,1
28,collection,1
28,complimentary,1
28,costa,1
28,days,4
28,del,1
28,delivery,4
28,digital,4
28,eh74rr,1
28,fromm,4
28,holiday,1
28,james,1
28,landline,5
28,lux,1
28,please,1
28,ppm,1
28,sae,1
28,sipix,4
28,sol,1
28,tcs,1
28,urgent,1
28,within,4
2814032,3x150pw,1
2814032,87131,1
2814032,end,1
2814032,first,1
2814032,free,1
2814032,get,1
2814032,help,1
2814032,poly,1
2814032,ringtone,1
2814032,stop,1
2814032,text,1
2814032,tone,1
2814032,tones,1
2814032,true,1
2814032,txt,1
285,2morow,1
285,info,1
285,ladies,1
285,nichols,1
285,parisfree,1
285,roses,1
285,soiree,1
285,speciale,1
285,xclusiveclubsaisai,1
285,zouk,1
28days,2yr,2
28days,awarded,2
28days,box177,2
28days,call,2
28days,camera,2
28days,cs,2
28days,delivery,2
28days,digital,2
28days,landline,2
28days,m221bp,2
28days,p,2
28days,p399,2
28days,sipix,2
28days,warranty,2
28days,within,2
28th,87239,1
28th,customer,1
28th,draw,1
28th,feb,1
28th,good,1
28th,luck,1
28th,place,1
28th,removal,1
28th,send,1
28th,services,1
28th,stop,1
28th,takes,1
28thfebtcs,3680offer,1
28thfebtcs,apply,1
28thfebtcs,call,1
28thfebtcs,camera,1
28thfebtcs,card,1
28thfebtcs,claim,1
28thfebtcs,customer,1
28thfebtcs,ends,1
28thfebtcs,free,1
28thfebtcs,go,1
28thfebtcs,loyalty,1
28thfebtcs,may,1
28thfebtcs,pay,1
28thfebtcs,phone,1
28thfebtcs,sim,1
28thfebtcs,tmobile,1
28thfebtcs,upgrade,1
290305,500000,1
290305,calling,1
290305,chosen,1
290305,claim,1
290305,drawplease,1
290305,easter,1
290305,else,1
290305,fmyou,1
290305,hi,1
290305,hotmix,1
290305,mandy,1
290305,prize,1
290305,receive,1
290305,someone,1
290305,sullivan,1
290305,telephone,1
290305,transferred,1
29100,42810,1
29100,800,1
29100,account,1
29100,call,1
29100,code,1
29100,expires,1
29100,identifier,1
29100,m,1
29100,points,1
29100,private,1
29100,shows,1
29100,statement,1
29100,unredeemed,1
29m,62468,1
29m,friend,1
29m,frnd,1
29m,goldviking,1
29m,inviting,1
29m,no762,1
29m,reply,1
29m,see,1
29m,send,1
29m,stop,1
29m,wwwsmsacugoldviking,1
29m,yes762,1
2c,2end,2
2c,4,2
2c,8552,2
2c,call,2
2c,chat,2
2c,cum,2
2c,gettin,2
2c,heard,2
2c,line,2
2c,pics,2
2c,pix,2
2c,private,2
2c,rude,2
2c,sam,2
2c,send,2
2c,shagged,2
2c,stop,2
2c,text,2
2c,u4,2
2c,wan,2
2c,xxx,2
2channel,2day,1
2channel,ac,1
2channel,ans,1
2channel,end,1
2channel,energy,1
2channel,high,1
2channel,jsco,1
2channel,know,1
2channel,leadership,1
2channel,may,1
2channel,psychic,1
2channel,r,1
2channel,reply,1
2channel,skills,1
2channel,sms,1
2channel,strong,1
2channel,u,1
2channel,ur,1
2channel,wquestion,1
2day,ac,1
2day,alone,1
2day,amazing,1
2day,ans,1
2day,area,1
2day,b,2
2day,back,1
2day,c,1
2day,calls1minmobsmore,1
2day,calls1minmobsmorelkpobox177hp51fl,1
2day,carlie,1
2day,club,1
2day,cumin,1
2day,day,1
2day,dont,1
2day,end,1
2day,energy,1
2day,enjoy,1
2day,enough,1
2day,fancy,1
2day,fink,1
2day,fri,1
2day,get,1
2day,gr8,1
2day,hi,1
2day,high,1
2day,hotel,1
2day,hubby,1
2day,jsco,1
2day,keyword,1
2day,know,1
2day,leadership,1
2day,leave,2
2day,lkpobox177hp51fl,1
2day,lucy,1
2day,may,1
2day,meetins,1
2day,met,1
2day,msg,2
2day,new,1
2day,next,1
2day,one,1
2day,picsfree1,1
2day,please,1
2day,pls,1
2day,promised,1
2day,psychic,1
2day,r,1
2day,reply,2
2day,sent,1
2day,skills,1
2day,sms,1
2day,strong,1
2day,text,1
2day,u,3
2day,ur,2
2day,vid,1
2day,video,1
2day,wiv,1
2day,wquestion,1
2day,x,2
2day,xxx,1
2day,yet,1
2end,4,2
2end,8552,2
2end,call,2
2end,chat,2
2end,cum,2
2end,gettin,2
2end,heard,2
2end,line,2
2end,pics,2
2end,pix,2
2end,private,2
2end,rude,2
2end,sam,2
2end,send,2
2end,shagged,2
2end,stop,2
2end,text,2
2end,u4,2
2end,wan,2
2end,xxx,2
2exit,69200,1
2exit,access,1
2exit,chrgd50p,1
2exit,day,1
2exit,direct,1
2exit,free,1
2exit,get,1
2exit,hardcore,1
2exit,hrs,1
2exit,mobile,1
2exit,msg,1
2exit,per,1
2exit,porn,1
2exit,stop,1
2exit,txt,1
2exit,unlimited,1
2ez,4,1
2ez,47,1
2ez,abta,1
2ez,await,1
2ez,box,1
2ez,call,1
2ez,cash,1
2ez,collection,1
2ez,complimentary,1
2ez,holiday,1
2ez,please,1
2ez,po19,1
2ez,sae,1
2ez,spanish,1
2ez,tcs,1
2ez,urgent,1
2kbsubject,alertfrom,1
2kbsubject,call,1
2kbsubject,drvgsto,1
2kbsubject,email,1
2kbsubject,jeri,1
2kbsubject,listen,1
2kbsubject,lowcost,1
2kbsubject,prescripiton,1
2kbsubject,stewartsize,1
2moro,call,1
2moro,calls1minmoremobsemspobox45po139wa,1
2moro,chat,1
2moro,cum,1
2moro,get,1
2moro,jane,1
2moro,luv,1
2moro,meet,1
2moro,phone,1
2moro,set,1
2moro,u,1
2moro,wanna,1
2moro,xx,1
2morow,info,1
2morow,ladies,1
2morow,nichols,1
2morow,parisfree,1
2morow,roses,1
2morow,soiree,1
2morow,speciale,1
2morow,xclusiveclubsaisai,1
2morow,zouk,1
2morro,2nite,1
2morro,4,1
2morro,b4,1
2morro,back,1
2morro,c,1
2morro,calls,1
2morro,chat,1
2morro,dena,1
2morro,go,1
2morro,half,1
2morro,luv,1
2morro,passion,1
2morro,sexy,1
2morro,term,1
2morro,u,1
2morro,work,1
